StartDate,dataHour,green_energy_HU,green_energy_IT,green_energy_PO,green_energy_SP,green_energy_UK,green_energy_DE,green_energy_DK,green_energy_SE,green_energy_NE,load_HU,load_IT,load_PO,load_SP,load_UK,load_DE,load_DK,load_SE,load_NE
2022-09-25,20,562,7068,1173,58120,0,60888,2242,10987,6640,17202,24034,15310,93344,0,176370,2950,11694,44317
2022-10-14,18,789,5423,2549,33716,0,74011,2154,10221,3733,21139,32963,20646,117016,0,222452,3332,11201,52070
2022-11-19,3,879,5818,818,72048,103,105445,3061,11807,11165,16799,23207,18027,80784,0,178445,3267,14793,40022
2022-05-27,21,1184,7408,5283,63408,0,156747,3990,10615,7627,18904,29477,17008,99596,1571,181311,3189,11832,44346
2022-11-19,14,772,10423,2131,99404,3288,60955,2905,13033,4259,21443,29953,22550,99056,0,210281,4326,18258,50435
2022-09-08,4,899,7933,4584,22952,0,73398,4561,12205,3917,19798,36168,20203,101960,0,224274,3958,14195,47850
2022-01-11,0,1185,10258,1099,13667,0,64471,2605,12775,6016,19921,26138,19022,23814,1511,214176,3767,18208,46124
2022-12-16,15,726,10902,1370,57156,2172,50260,2442,14348,380,24923,40957,26263,119648,0,269992,5311,23148,65794
2022-12-20,9,3617,9338,5526,83392,3468,161303,5604,13848,18683,22630,40959,25403,127868,0,272776,5151,19281,60028
2022-03-17,7,3767,10602,5054,21051,2962,139604,6106,13218,9809,22348,41769,22493,31227,1469,279175,5108,19712,54784
2022-09-12,11,5329,14280,4632,68248,0,169970,3064,10565,4314,18608,39015,20686,134844,0,237976,4318,13881,33331
2022-09-07,21,581,6067,3154,33012,0,45141,3503,10887,2128,18468,30386,16183,104980,0,186437,3065,11477,47606
2022-06-30,22,873,4747,1651,39696,0,94445,1159,9451,7218,20368,32122,17381,101464,1479,186718,3030,11145,45621
2022-11-19,2,861,5705,713,71972,115,105506,3132,11638,10799,16474,22579,17753,81632,0,176307,3186,14534,40026
2022-03-02,9,6709,16005,3823,18802,2292,108242,2004,13939,4179,21903,42546,22825,31826,2253,282024,5144,19115,44413
2022-05-16,10,7090,16640,6083,21116,0,177459,2410,11972,9311,19019,36183,20652,29328,2103,266114,4421,14711,44511
2022-07-01,20,1430,7657,3023,46488,0,66346,1760,10267,9379,22879,36345,18584,110020,1596,196518,3101,10986,48202
2022-11-26,21,1025,8768,634,42644,3259,74012,2229,11456,14845,18810,25984,17581,100072,0,185624,3293,15217,45821
2022-03-25,17,611,7309,3960,13461,39,72669,3968,13748,4222,23994,41120,23553,30435,2033,255439,4198,16080,53800
2022-11-23,3,1158,10385,1438,91456,1728,125495,4056,11098,11165,18213,26660,19394,87852,0,196716,3636,16430,41420
2022-08-18,14,4234,10737,3739,86504,0,95962,1480,10781,1512,22766,31865,22800,109864,0,232013,4458,14508,43269
2022-11-20,15,757,11696,2150,65964,934,65297,1361,12409,10064,21597,29447,20757,89644,0,208043,4777,19771,55900
2022-09-30,2,455,5871,557,47508,0,40970,1326,10021,522,16471,25205,17133,82472,0,174635,3088,12965,40036
2022-06-03,7,6284,13779,6079,52140,0,142880,2600,10510,3426,18963,36109,20723,119984,1712,246169,4874,14961,39283
2022-03-14,6,4145,10019,3932,19314,1756,104695,4019,12984,3937,18630,39827,22425,30657,1258,271596,4892,19999,51858
2022-05-18,17,732,12333,2017,13468,0,80381,1566,11452,1214,21306,37666,21831,29594,1887,245458,3936,14304,51212
2022-02-08,19,1340,7158,6822,10109,2068,155817,3644,15477,13080,24618,38342,22273,33746,2542,274434,4494,18573,57013
2022-03-18,23,782,8271,899,7963,2368,103656,1376,11529,12050,20181,25547,17902,22835,1622,200304,3424,15349,42105
2022-07-09,12,6471,22684,7848,73812,0,209940,4307,10663,4057,16740,31605,17941,119448,1609,204097,3761,11583,30105
2022-05-11,5,3321,13082,3830,13811,0,116865,3041,10901,10947,19975,37357,21312,27532,1539,252149,4470,15630,46814
2022-12-26,12,2174,7005,6071,65044,2012,189585,5456,12865,11990,15969,22022,15942,91052,0,195050,3958,17194,43390
2022-01-27,4,880,6147,5835,6863,864,175992,4880,13681,16907,22767,34625,21732,27525,1236,245760,4521,17787,46847
2022-12-04,13,1496,7638,3134,50464,1302,79898,4514,12666,9710,20554,27926,19854,105636,0,216881,4214,18410,54412
2022-08-12,11,6222,14383,5709,61628,0,213863,2014,10183,3440,18185,32532,20973,133424,0,236619,4233,13433,32991
2022-01-13,9,4219,17708,6711,16305,0,141474,5713,15680,4818,25570,45073,25798,34705,2446,302133,5337,19552,63751
2022-04-06,1,717,3055,2864,6262,0,146488,1422,12840,13859,18285,25043,18111,23242,1133,195956,3591,16741,40075
2022-08-24,7,3720,16624,3686,47584,0,119333,2857,10910,1676,20312,36759,22634,119408,0,239124,4582,14096,45111
2022-03-14,9,7895,13190,6315,21352,2276,137143,3275,12587,3641,17243,39887,21774,33265,2223,281014,4799,17891,52000
2022-02-14,7,3164,10809,6835,19863,2484,206475,5873,15228,16308,24513,44109,22279,32436,1521,293090,5154,21161,59497
2022-01-10,22,1263,9316,1265,13559,0,53300,2675,12742,4874,22041,28557,19612,26557,2005,226098,3930,18650,49466
2022-04-07,21,919,9736,6910,16812,0,211809,4720,10294,14762,20255,27617,18011,25499,1702,227433,3801,15053,47188
2022-09-14,19,807,6468,1291,36500,0,62594,3699,10466,2294,19593,34178,18929,121200,0,209315,3390,12606,50713
2022-02-19,6,1483,10729,4569,12985,366,214150,5243,14022,15979,21032,34063,18454,25230,1278,219460,4398,18193,46579
2022-05-15,14,4339,12248,4818,25469,0,152542,1436,12059,7241,16563,26184,15947,22055,1500,182186,3820,12960,30747
2022-03-02,5,1130,9843,1337,11055,1787,47419,1260,14341,4207,24570,39557,23696,29608,1232,256485,5075,20136,49629
2022-04-26,18,822,6814,1503,11339,0,56238,956,11434,3446,22832,34894,22232,30524,1949,242542,3865,16022,51679
2022-02-14,18,1433,7790,6037,17899,564,148605,5781,15162,16194,25478,41076,23561,34911,2652,284656,4546,18972,60049
2022-06-10,18,1655,14303,2099,54640,0,64441,1154,10807,8287,21190,36052,20846,123748,1569,211442,3376,12347,49547
2022-11-25,13,2084,7004,957,105596,2474,79061,3352,12708,5320,22666,39009,25344,115420,0,250102,4371,18204,52355
2022-06-17,9,7082,17423,6558,63240,0,200139,1618,10668,4776,19637,44904,18624,142928,2009,242376,3969,14003,36725
2022-08-19,20,912,8190,2371,49768,0,42003,891,9690,3162,18787,26264,18648,106588,0,183850,3267,11405,49262
2022-03-25,18,665,5554,4222,14243,69,77924,3943,13741,4967,23907,38648,22813,31728,2142,257605,3906,15674,54919
2022-09-14,14,2109,10445,2125,63336,0,78802,3664,11975,1764,20449,41221,21136,119432,0,235686,4294,14336,46593
2022-05-28,11,3694,17058,8977,84776,0,230320,3211,9095,7418,17506,31247,17606,109988,1725,211020,3156,12791,28951
2022-02-18,10,5794,10771,8170,16616,3158,196954,3384,15322,16684,22738,40164,23285,31475,2225,291439,5233,19387,60160
2022-11-05,20,1729,9368,2594,28824,2680,125363,2864,12869,17753,18548,26112,17095,98304,0,193123,3518,12677,46293
2022-10-13,12,5569,8138,4831,74452,0,94781,1557,10346,1829,18259,36747,21241,110508,0,244910,4180,13178,52591
2022-06-09,1,580,7896,947,32156,0,59716,620,9774,4152,16794,26834,16182,94468,1380,176067,2918,10757,40275
2022-01-26,7,1399,13149,3776,12779,0,108852,5332,15749,5201,27261,47581,25205,35660,1736,298677,5180,19935,64188
2022-06-30,6,4632,14972,4599,45120,0,111892,1859,9917,3027,22579,46184,22580,114680,1786,248825,4545,14389,44247
2022-02-22,15,1956,12842,3918,18295,3130,180606,4430,13313,16477,24232,40533,24589,29504,2035,281577,5429,22435,60800
2022-08-12,0,726,4623,1551,27148,0,67549,460,8860,6209,15183,23615,15593,97892,0,162367,2926,10598,42019
2022-01-01,13,2129,7776,2656,16437,0,108819,2498,11616,15058,17488,22881,17032,21106,1653,182733,3988,18417,44379
2022-05-08,21,679,5725,2835,8030,0,57209,1052,10081,3015,16459,21902,14851,21470,1434,177723,3100,12522,43602
2022-01-23,7,1936,11742,1136,8538,0,58103,2610,12219,623,22238,30176,19182,25835,1301,204225,4108,18068,48183
2022-09-18,7,5906,14684,3970,41532,0,173374,3760,10525,10650,15491,25972,16688,86092,0,189695,3531,12942,40450
2022-05-17,15,1792,10791,4854,18129,0,99404,2923,10362,1659,21425,37350,20957,28637,2345,251269,4351,13927,47195
2022-07-22,16,1300,14376,1944,85308,0,96133,2952,10972,2522,24143,47217,21894,140448,0,223979,3410,12084,46932
2022-06-19,2,917,4953,1921,42776,0,95909,543,10696,11365,14164,23549,12878,87396,992,151411,2486,10755,38752
2022-02-22,11,5867,19301,7029,21908,3616,202224,3314,13213,15968,22326,39257,24294,31142,2203,292177,5059,21215,58970
2022-02-06,0,1392,5171,6052,11718,2199,208848,5003,12725,17268,18570,23006,15627,21935,1301,198191,3513,15261,42495
2022-03-20,20,886,3817,3562,16053,1290,141519,3423,11964,3024,21491,27463,17973,26149,2079,215780,3880,15282,48285
2022-12-07,23,684,4313,4105,38244,219,101106,1181,9862,7954,19402,24729,18190,96120,0,200708,3721,17722,44679
2022-04-28,9,5284,19582,5337,15386,0,165833,2973,12397,3384,20498,35273,21912,30347,2167,260431,4244,15863,36355
2022-06-19,1,878,4970,1557,45444,0,90417,398,10593,11507,14533,24003,13097,88556,1025,152275,2455,10385,39140
2022-01-16,14,1154,5999,4999,12099,0,148593,5371,15194,8464,22751,28597,20182,26821,2087,241998,4791,19511,52845
2022-03-07,15,1970,9784,2910,14524,2888,89514,1558,13002,8894,25554,41903,24428,31064,2168,262247,4911,18966,49949
2022-09-11,16,976,9030,3318,69124,0,47711,630,10554,518,18053,30999,17663,104612,0,184844,3540,13170,44677
2022-03-25,0,596,3845,1372,10466,3,39689,1573,11724,1644,18286,24770,17506,22370,1498,188074,3220,14326,40917
2022-06-26,18,547,10654,2971,64184,0,52718,511,10050,709,20645,35392,18152,99404,1585,184614,3438,12371,45610
2022-08-20,20,1099,6437,1521,39716,0,49874,1325,9290,5316,16104,25744,16246,104760,0,162037,3040,11138,45229
2022-09-29,5,923,11143,2107,49744,0,59261,3808,12395,507,21258,37217,22186,108368,0,240029,4254,15124,52511
2022-06-27,2,616,6516,3193,50948,0,62983,781,9503,690,15528,27191,15216,80912,1062,166799,3090,10752,42072
2022-03-10,22,1215,3546,3234,17411,3184,160966,3297,13116,11867,22436,27557,19262,25252,1892,223221,3988,17117,46205
2022-12-24,20,805,4423,1174,60148,1912,94785,1803,13409,10281,17259,23985,15830,92540,0,169364,3386,17770,46844
2022-05-04,1,655,3523,1514,12481,0,35955,464,9690,597,16311,24385,14584,21332,1198,177680,3160,13518,42076
2022-02-18,6,2029,10555,6804,12448,1002,147338,4109,16389,14856,23749,42757,22800,32065,1401,274473,5054,20496,56383
2022-01-20,18,1202,8664,6712,18204,0,167583,4876,17175,13914,26751,42877,24719,37649,2930,301935,5132,20952,62216
2022-09-26,20,537,7314,2288,42676,0,116533,2579,10405,13254,19171,28030,17496,101340,0,207632,3104,12372,48690
2022-08-28,17,677,9010,3029,64068,0,84841,1943,12332,6903,19780,32234,18362,105756,0,183522,3299,12131,45204
2022-01-24,1,652,7833,1176,6032,0,65730,3575,13017,1619,18809,22477,16986,23056,1252,192041,3268,15850,43413
2022-06-08,22,574,7220,1357,38328,0,54533,721,9673,5584,18410,28146,16745,104136,1343,180879,2966,11277,43358
2022-10-17,5,1931,8330,3359,39404,0,127639,2438,11875,11571,20254,35905,21961,106504,0,238720,4278,14367,50447
2022-05-31,1,623,6196,1326,19516,0,46451,770,8277,1660,16124,24714,15966,90456,1176,175538,2966,11468,40352
2022-11-06,13,1783,10751,2946,89348,2112,152062,3371,12067,17551,18433,24102,17485,88464,0,190970,3776,14276,48478
2022-12-17,4,1364,6828,527,26780,860,65626,3753,15235,6398,18019,26150,19991,82688,0,195510,4003,18422,44558
2022-12-30,17,587,11382,7035,82316,496,210844,6505,11667,18801,20376,31568,20550,112000,0,229943,4375,16643,56394
2022-07-19,23,688,5714,1059,31276,0,129845,2421,9429,9057,16921,31558,16127,108844,0,183937,2616,10361,46365
2022-05-12,13,6114,14089,8926,19221,0,219961,5463,13264,9586,20571,36691,20787,28565,1842,255305,4568,14350,36922
2022-11-19,22,732,8545,1671,65400,1410,44563,2408,10795,1009,17756,23209,17151,90984,0,175421,3422,15556,45920
2022-12-19,22,978,4573,5440,67176,1599,173559,5481,10866,18471,20515,26256,18717,104208,0,215326,3905,16100,47047
2022-03-12,0,1010,3914,3411,10924,196,153681,3397,12769,16125,20221,24854,18132,22221,1571,199665,3552,16116,40494
2022-03-03,5,1274,10599,1385,10631,1442,55961,1467,14573,3820,24593,39041,23810,29666,1235,259628,5058,19613,49724
2022-12-23,2,800,7256,2895,71084,567,108946,1993,13390,3165,15455,21484,16390,83232,0,167850,3109,14955,41044
2022-10-11,0,774,4142,4599,11304,0,106539,4204,7939,3089,15652,22994,16152,83076,0,173597,3000,10770,40045
2022-12-13,6,751,10041,4143,68588,88,71259,1416,15407,1812,25220,43390,25266,119984,0,273356,5163,21972,61196
2022-10-01,4,571,7178,2976,24236,0,183197,4363,8302,11871,16656,26843,16960,82100,0,185814,3339,11176,40558
2022-02-05,16,951,8523,6590,12620,3754,201877,6288,15469,17401,23872,37040,21843,27614,1898,257430,5063,19114,58150
2022-05-01,17,600,7273,1990,12626,0,50722,927,10572,850,18270,26935,17346,22378,867,192747,3701,13561,45149
2022-02-12,2,1285,5465,2746,3192,2205,68684,3978,13691,8624,18342,25272,17710,22605,1090,202309,3559,16757,42747
2022-03-02,14,3279,10783,1886,21036,2480,86510,1606,14270,3656,23200,42694,23996,30525,2337,262599,4711,18987,45065
2022-12-09,16,776,12544,1473,47632,432,72306,1701,13972,1694,24670,37528,25302,117492,0,267457,4621,20074,67186
2022-02-19,13,3090,7804,6215,18958,862,245969,5328,12765,16441,21175,29944,19325,27593,2167,239972,4582,18035,47269
2022-02-15,19,853,8578,4250,16086,2427,206453,5348,15049,16414,24439,38321,22154,33994,2494,278138,4558,18935,57016
2022-02-03,23,1439,6773,2391,6879,1067,111569,3640,12815,13563,21122,27102,18522,24954,1700,212183,3476,17425,45608
2022-01-04,11,2284,12767,2537,20966,0,110563,3525,13982,6077,23930,35879,24276,31527,2317,277806,5227,20749,60624
2022-03-16,5,1750,7689,1660,12018,193,62497,1674,12103,5614,21985,36786,22947,28294,1358,249518,4822,19148,47255
2022-04-24,8,5826,16878,5032,20994,0,193292,4597,12178,9792,17778,27420,17498,23640,1394,212636,3692,14227,28673
2022-02-18,7,3542,10816,7848,14128,1445,159245,3596,16469,15158,23198,43533,22870,32250,1646,282128,5109,20616,59811
2022-03-30,12,3035,10240,4041,18101,1710,83897,3420,12063,1810,21811,40485,22933,29725,1061,263312,4643,18044,40490
2022-07-07,6,4328,14196,6201,64832,0,142975,3912,11200,15127,20342,46034,21013,117272,1658,252844,4408,14305,48093
2022-01-15,3,1513,7136,4385,6535,0,52518,1572,12422,1144,19135,25902,18041,23109,1321,201121,3599,16790,43872
2022-12-17,23,1110,4417,1105,46040,1763,80948,5502,14138,6727,17911,22385,17492,89720,0,197256,3897,17506,46459
2022-10-15,16,626,7707,3929,52228,0,109025,4097,10138,14366,20752,32390,19835,92812,0,210038,3618,12172,50508
2022-06-26,15,2890,10658,3446,75164,0,93917,1202,10394,1778,19073,34177,18038,95176,1663,188046,3945,12405,41881
2022-10-24,11,4055,13987,3773,64804,1306,200917,4025,12777,18159,19899,35923,21826,112412,0,256521,4273,15992,46024
2022-05-13,19,1203,8079,3559,9415,0,106371,4495,11386,12825,20767,31584,19562,27587,1702,223059,3658,12920,49468
2022-05-19,20,1133,6157,4359,13958,0,80774,802,10027,3112,19953,29893,18342,26829,1692,215242,3411,12078,50609
2022-04-22,23,783,5522,1832,13767,0,120021,2030,9289,15089,17988,24170,17158,21820,1152,180234,2933,12002,40662
2022-09-20,14,2497,9243,2954,70952,0,96973,1592,11048,2351,20475,37061,21267,120008,0,229282,4155,14850,42904
2022-09-13,8,6697,14117,5218,68444,0,137114,5681,13899,4118,17287,40617,21180,130952,0,251190,4350,14432,44270
2022-06-11,16,2229,14404,2293,78196,0,104224,3380,10589,7635,18805,32793,18421,112248,1602,199126,3570,12162,38559
2022-12-26,9,3048,8115,7181,54628,1535,174267,3994,12731,16957,16391,23584,15955,89736,0,191479,4117,17292,47296
2022-11-20,20,784,8058,1932,59732,688,72145,1173,12355,8797,19822,26000,18822,104952,0,193430,3799,17618,49869
2022-07-26,15,1906,14824,3365,81112,0,148543,4106,11903,5467,21236,48902,20783,142220,0,231680,3984,12503,45246
2022-01-19,6,1062,9532,3698,10241,0,116490,5983,17192,6288,26737,45618,24954,35077,1351,291357,5287,19807,60187
2022-11-04,10,3372,15570,4032,88120,950,114479,4265,13643,5859,21507,34720,22489,112220,0,259164,4470,15451,47844
2022-01-02,4,842,5063,3982,9438,0,137755,3700,10842,15262,15008,19869,14230,18353,971,162453,3260,15202,38979
2022-03-16,4,1124,5514,1445,11415,258,55560,1407,11876,5719,18938,31702,20935,25148,1344,222965,4308,18118,42988
2022-11-27,17,797,11577,1436,46124,2640,128759,3712,11820,8326,21617,32686,20285,106024,0,222582,4119,17554,54567
2022-11-15,21,758,6547,1314,71224,508,122784,5030,10800,12498,19974,28150,18785,104936,0,210597,3816,14525,47643
2022-07-17,13,5972,14661,6632,71180,0,197219,3489,11084,2019,15264,33080,15456,119452,1412,181733,2961,11623,25798
2022-09-06,23,516,4737,3310,32548,0,91958,3113,8997,4330,16242,27700,15226,96140,0,175863,2930,11503,44213
2022-10-30,10,1745,13183,3942,45984,2438,139398,1435,11680,2600,18443,24231,16900,87532,0,190479,3451,13813,32171
2022-04-24,4,2068,8673,2456,14463,0,115646,2935,11307,14587,16161,22032,15675,19522,1046,165072,3116,13147,37208
2022-08-28,6,3757,11685,3745,29676,0,105498,1717,11595,7315,15444,27433,16674,84088,0,165124,3147,12041,33810
2022-07-07,12,5401,14947,5108,96840,0,185897,4203,11525,15650,21319,47281,21598,130852,1902,259428,4342,14080,44060
2022-02-01,11,4712,17932,4616,25425,3210,202184,6393,13578,16559,24792,42190,25865,33344,2200,314883,5447,22487,61979
2022-06-24,7,6251,17092,8349,74936,0,149841,3764,10160,3287,19803,44757,21351,104304,1957,255278,4633,12269,53809
2022-07-10,7,6346,18094,6848,58100,0,183391,3065,11004,5107,15870,28093,16035,94956,1369,190826,3558,12282,37677
2022-02-03,3,1585,7557,2129,5799,2090,104031,2557,12418,11619,20303,28267,19722,24395,1232,221718,3900,19616,42964
2022-03-30,6,2955,10877,3585,13755,840,66843,2157,12874,4123,21792,42301,22500,31013,2064,267577,4824,20792,53045
2022-07-07,0,599,4575,1960,55312,0,103300,2181,9803,13006,16939,31029,15805,96636,1114,179038,3031,10985,42464
2022-08-20,10,3575,17760,4173,69056,0,128770,2241,10791,3428,16607,27289,20004,106040,0,201131,3596,12729,29257
2022-09-14,9,3934,14975,6043,54140,0,103787,4390,12167,1548,19894,40577,21141,124184,0,256064,4211,14789,49809
2022-07-17,19,720,8616,2801,38592,0,50353,1842,11238,1068,18741,35483,16684,124340,786,179007,3036,11398,47852
2022-09-05,22,554,4024,2852,34348,0,118720,3572,9551,6004,16862,27588,15493,100824,0,184235,3166,11918,45284
2022-10-23,3,630,5303,1948,71556,0,58120,1128,11088,3211,14064,21162,14475,73192,0,145060,2775,12701,36227
2022-05-27,9,7241,16008,9501,96812,0,246297,5507,9927,9401,18993,40332,22237,118440,1859,243091,4138,13334,33047
2022-08-20,3,654,5976,1157,26956,0,46256,1010,9016,959,14216,22359,16535,84728,0,156888,2788,10823,41605
2022-04-03,6,2489,13717,4101,16353,266,79614,3182,11931,2166,20355,28379,18164,23299,1413,196561,3872,17027,39330
2022-10-26,22,799,4425,1769,60252,2288,110494,2676,10801,7838,17415,24440,16443,90500,0,178865,3019,12339,41045
2022-01-19,12,4816,8164,4270,15709,0,168617,6073,17079,12097,24040,42450,24696,34885,2385,302105,5505,20285,63928
2022-04-28,12,4798,18587,4463,15927,0,181091,3353,12542,4519,20554,35941,21581,28678,2027,250055,4087,14912,32610
2022-05-23,9,5803,17441,6100,84866,0,195944,4048,11251,2893,20365,38372,21239,120060,2008,267192,4456,14430,43885
2022-05-25,3,868,7767,1244,52316,0,60765,2362,10572,4034,17331,30325,18880,90044,1065,191038,3653,12949,41034
2022-08-25,5,2109,11191,3163,26096,0,83239,2026,11215,4119,19846,34695,21945,107800,0,226054,4310,14131,48903
2022-01-05,14,835,11143,4695,17798,0,200460,4324,14139,16644,24738,36026,24338,29775,2520,284429,5458,22197,60449
2022-04-05,0,1018,4377,7486,14976,0,183155,5141,11838,8105,18609,24798,17768,23141,1138,208549,3570,16063,40679
2022-02-21,15,1157,10931,7225,18993,1448,210092,5217,16889,15972,25208,40195,24300,29457,2187,285186,5409,22643,58700
2022-04-16,9,4804,18433,7558,22928,0,190411,1708,9742,4247,18302,27076,18051,23071,1712,214657,3693,13332,29673
2022-04-15,9,6313,15350,4166,17559,0,131001,2413,10180,1492,16105,34263,22864,22170,2061,215046,3965,15170,46667
2022-12-30,10,1503,10416,7672,101388,3498,194319,5388,11697,18916,20551,28279,20208,107252,0,214763,4420,16963,53595
2022-07-24,16,1725,10327,1558,74356,0,87915,2614,11737,5030,19878,38942,17183,116552,0,184540,3270,11685,40299
2022-05-06,2,796,6553,1274,12517,0,41295,1473,10844,382,16510,26010,16797,21666,1127,188430,3289,12788,41875
2022-03-14,11,7708,13459,6555,23594,1937,137944,2979,12521,4373,16905,38158,22192,33346,2280,278794,4600,16911,45858
2022-03-29,4,1014,5125,2315,7176,2,61479,2314,12720,1070,22033,36008,22070,28098,1398,243203,4684,19096,47633
2022-04-30,12,5236,16332,4385,24062,0,130846,2036,10285,3224,16032,27023,18083,23904,1798,205459,3478,13788,38678
2022-06-04,21,686,6326,1575,38732,0,75326,412,10082,12312,16976,26172,15071,94812,1446,162462,2968,10923,43108
2022-11-05,10,3073,13239,3244,78240,638,125510,3209,13334,9183,20534,28397,20864,94540,0,218743,3515,14074,39975
2022-08-13,2,617,4580,1316,21292,0,45106,608,9416,3320,14964,21922,14654,93244,0,151684,2729,10082,40848
2022-09-20,11,5167,11480,5106,70112,0,143574,2050,11552,3351,18479,35861,20746,123288,0,243431,4129,14520,41508
2022-02-21,23,1021,8730,6784,11643,2994,201235,4117,15203,11820,20010,26145,17977,24526,1626,223775,3797,18381,45067
2022-06-30,21,941,4864,1662,42528,0,91755,1277,9413,6779,21950,33980,18100,105520,1658,198059,3186,11452,48385
2022-03-09,21,1471,7460,2660,8543,11,85791,3147,13565,6498,23010,30904,20154,26763,2408,232961,3929,17003,48710
2022-10-07,2,678,4257,2175,25364,0,97235,4200,11139,11912,16338,25687,17388,84724,0,180744,3317,10869,39101
2022-01-31,11,2251,16148,2427,22735,1998,121548,911,13099,14962,26161,42137,25546,33079,2411,307399,5019,21567,60378
2022-08-01,12,6620,18019,4744,73680,0,160690,4359,11764,1946,18523,44158,20503,142712,0,239746,4249,12553,34706
2022-01-31,22,1130,8984,1665,16257,3318,130621,3245,11594,13803,22129,28568,19212,26697,1874,242940,3805,18904,48776
2022-06-05,15,2851,10908,2906,77144,0,119289,1318,9998,4506,16255,30021,16345,94080,1546,179054,3695,12271,47362
2022-01-08,0,724,5992,2889,11055,0,105283,3173,13031,8972,19540,22441,16879,22497,1465,200464,3584,16679,45103
2022-03-11,22,1050,4004,3504,10451,148,159763,4064,12953,15468,22243,27477,19035,25137,1997,218275,3834,15878,45009
2022-07-16,2,684,4195,2365,24564,0,90358,3370,11314,6869,15551,28536,14618,100948,1085,160747,2340,9947,40351
2022-11-11,15,771,11981,4070,60504,608,119147,5478,14886,5522,23258,39449,19072,110464,0,248806,4738,15273,57439
2022-04-24,17,1729,10617,4605,9237,0,109932,3205,11721,14918,19917,29387,19513,24420,1697,211900,3780,15574,45118
2022-04-28,13,4404,16678,3940,15585,0,164233,3212,12418,5081,20580,35840,21773,28163,1980,245081,4103,14651,33988
2022-08-24,21,544,6185,1263,35836,0,72708,1564,9701,6119,18529,27657,17441,109260,0,182117,3108,11094,50002
2022-08-30,2,570,4450,1496,18208,0,49210,533,11285,4703,16796,28632,16589,93488,0,167793,2929,11705,40171
2022-11-26,11,2210,11000,1290,75384,3523,80188,1526,12326,7057,21806,29931,22580,103092,0,217287,3859,16396,44387
2022-11-01,3,929,3267,1200,24600,653,132703,4206,11048,17644,13223,19559,13893,73608,0,163163,3321,12960,38382
2022-02-07,13,3699,14508,6555,23109,3260,214045,5731,16014,10591,24616,41438,24178,30671,2334,284747,5212,19936,49843
2022-09-03,7,5282,9823,6468,37488,0,153529,3177,10371,5061,15828,31115,18656,99552,0,201662,3608,12854,35711
2022-04-30,13,4398,13925,3456,24044,0,113524,1978,10523,2791,16388,27072,17900,23368,1718,201878,3574,13802,39161
2022-01-06,5,1022,7167,4038,11939,0,100501,1909,15475,2370,23160,24291,16590,21292,1193,235912,5371,19147,51235
2022-12-11,12,2320,12717,2146,47688,115,47991,1684,12436,2471,21557,27160,20836,109604,0,221361,4127,20035,52912
2022-08-07,21,908,5533,1050,43956,0,54050,750,9206,729,16209,26975,14449,103776,0,162236,2833,10482,43519
2022-09-18,18,963,5934,2889,43084,0,144013,2343,11160,15158,18983,28505,17112,105212,0,194790,3383,12825,48473
2022-06-30,3,1067,5877,2077,28380,0,59389,856,9150,3860,19102,33953,18944,93948,1180,192906,3578,12339,42959
2022-04-24,6,4169,13919,3868,18060,0,137221,3941,12293,12778,17409,26473,17234,21873,1185,190814,3622,13977,34130
2022-06-26,10,7156,15614,6925,71864,0,184785,2416,10782,2108,16809,31427,17063,98780,1568,198653,3919,12207,34235
2022-09-28,11,7739,15741,4110,113524,0,96890,1609,12101,3469,17251,36242,21558,115940,0,248998,4254,14480,41319
2022-10-10,20,956,3392,4840,19368,0,107351,4081,9349,6395,18882,27325,17866,102156,0,205597,3355,11491,47113
2022-11-01,17,740,8263,2682,26020,1375,146760,4242,13397,18296,18437,28476,17205,94972,0,225487,4302,15889,56951
2022-08-29,15,2087,11348,3107,78824,0,95450,1367,12404,4935,21646,39865,20989,128744,0,225972,3906,14297,45540
2022-03-16,1,790,5004,1324,9444,368,49286,1132,11622,3477,15839,25069,17771,22176,1409,193684,3458,15872,40878
2022-07-20,1,672,5567,1045,25244,0,121655,1894,9435,10160,16232,30704,15814,101952,0,180724,2771,9749,44794
2022-11-13,17,749,7461,1884,38488,759,116981,2190,11696,4742,20825,30773,19088,97148,0,211169,3873,14896,53023
2022-11-16,4,746,8059,2961,70180,410,142529,5874,10968,8344,18690,30114,20644,88292,0,210000,4260,15450,42176
2022-10-25,22,820,6349,2537,42716,2707,70505,1353,10400,5117,17407,24239,16308,91032,0,176421,3029,11977,40469
2022-03-24,15,2391,8330,2084,15899,115,70728,1627,12482,1750,21966,37475,22955,30369,2073,244467,4599,16858,46130
2022-10-07,5,1524,9990,5157,23716,0,127309,5029,13025,12302,20709,36993,22200,110396,0,242799,4245,13738,50740
2022-03-26,16,989,7960,4009,9069,201,79939,1599,12016,5748,20587,31797,20370,25573,1589,214711,4079,17194,44833
2022-11-28,16,1038,7679,4105,82044,115,96849,4918,13572,854,24668,41200,24565,122512,0,273529,4957,18805,65476
2022-03-31,9,1572,12705,5961,24364,1568,145086,3700,11843,7927,24227,39123,24073,31335,2173,285233,4924,18132,56257
2022-03-16,14,2143,7371,2287,13641,894,125077,2135,12143,11277,24053,39582,23207,30727,2182,261711,4739,18732,50938
2022-05-12,18,1025,9798,2985,13587,0,85707,3246,12841,8985,22672,35473,21580,29668,1917,239258,3805,14390,51117
